antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source,Product,Note,Locus,Protein ID,COG Class,COG Annotation,GeneID,Protein product,Protein Length,Protein name
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ryeA,ryeA,1690.4635999999998,-2.6747397444969714,0.15661130423379202,0.00732585060448642,0.14061368822506323,2.2788044402668874,BH_from_pvalue,,identified in a large scale screen,NC_000913.3:1923065-1923314,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,dcuB,dcuB,79.38744,3.975309861280721,15.72850737449671,0.08228342924160749,0.2738835722753446,2.2358494911022935,BH_from_pvalue,C4-dicarboxylate transporter%2C anaerobic%3B DcuS co-sensor,anaerobic dicarboxylate transport,NC_000913.3:4347403-4348744,16131949,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG2704] Anaerobic C4-dicarboxylate transporter,948641,NP_418547.1,446,"C4-dicarboxylate transporter, anaerobic; DcuS co-sensor"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,sodA,sodA,36.94744,2.2222078848916578,4.666069787231233,0.0011631255190252363,0.09919423906205657,2.2300157229243633,BH_from_pvalue,superoxide dismutase%2C Mn,superoxide dismutase%2C manganese,NC_000913.3:4100809-4101430,49176442,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG0605] Superoxide dismutase,948403,NP_418344.3,206,"superoxide dismutase, Mn"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,fliC,fliC,126.00983999999998,2.9960119301661132,7.977915982811112,0.016724868503293622,0.1805535150865858,2.2272174490250367,BH_from_pvalue,flagellar filament structural protein (flagellin),flagellar biosynthesis%3B flagellin%2C filament structural protein,NC_000913.3:2002109-2003606,16129870,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG1344] Flagellin and related hook-associated protein FlgL,949101,NP_416433.1,498,flagellar filament structural protein (flagellin)
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ttdB,ttdB,7.1495208,2.6201104170030316,6.147971243566026,0.008066871122419586,0.14322794374467024,2.2113004655208943,BH_from_pvalue,L-tartrate dehydratase%2C beta subunit,L-tartrate dehydratase%2C subunit B,NC_000913.3:3206462-3207976,16130958,(METABOLISM) [C] Energy production and conversion,"[COG1838] Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain",947568,NP_417534.1,201,"L-tartrate dehydratase, beta subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,zraP,zraP,188.74048,-3.2071337734354106,0.10828206616460885,0.03753443527976659,0.2099287762129659,2.1742058679938117,BH_from_pvalue,Zn-dependent periplasmic chaperone,,NC_000913.3:4201262-4201688,90111674,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG3678] Periplasmic protein refolding chaperone Spy/CpxP family,948507,NP_418430.2,141,Zn-dependent periplasmic chaperone
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yjbE,yjbE,12.242352,2.7190842722478696,6.584547374629724,0.010881220395914009,0.16045285254179076,2.1607272712250203,BH_from_pvalue,extracellular polysaccharide production threonine-rich protein,,NC_000913.3:4235905-4236148,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,malP,malP,34.845321999999996,2.8770402234782217,7.34641411938524,0.016137466679581134,0.1805125669786312,2.139057994822453,BH_from_pvalue,maltodextrin phosphorylase,,NC_000913.3:3550079-3552473,49176351,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG0058] Glucan phosphorylase,947922,YP_026218.1,797,maltodextrin phosphorylase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yegP,yegP,19.138382,-2.4545634367165183,0.1824327393012273,0.005524697276064681,0.13472942717084802,2.136789607882156,BH_from_pvalue,UPF0339 family protein,,NC_000913.3:2165188-2165521,90111382,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3422] Uncharacterized conserved protein YegP, UPF0339 family",947095,NP_416584.4,110,UPF0339 family protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,acrA,acrA,152.12572,2.770109300401553,6.82159592730489,0.013555157603941567,0.17193037507905373,2.1181568448367147,BH_from_pvalue,multidrug efflux system,acridine efflux pump,NC_000913.3:484425-485619,16128447,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis; [V] Defense mechanisms,[COG0845] Multidrug efflux pump subunit AcrA (membrane-fusion protein),945112,NP_414996.1,397,multidrug efflux system
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,nrdA,nrdA,12.082388,2.287060839975724,4.880607857144376,0.002873265367669738,0.12182645158919687,2.090964596153275,BH_from_pvalue,ribonucleoside-diphosphate reductase 1%2C alpha subunit,ribonucleoside diphosphate reductase 1%2C alpha subunit%2C B1,NC_000913.3:2344864-2347150,16130169,(METABOLISM) [F] Nucleotide transport and metabolism,[COG0209] Ribonucleotide reductase alpha subunit,946612,NP_416737.1,761,"ribonucleoside-diphosphate reductase 1, alpha subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,bssR,bssR,3596.5312,-2.5639988135206924,0.16910616795494915,0.009875580599139917,0.15557517996285908,2.0718640812077376,BH_from_pvalue,repressor of biofilm formation by indole transport regulation,putative receptor,NC_000913.3:878247-878631,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,fimI,fimI,22.633292,2.3418738471024265,5.069606769537465,0.0057252766225321956,0.13472942717084802,2.038689090127354,BH_from_pvalue,fimbrial protein involved in type 1 pilus biosynthesis,fimbrial protein,NC_000913.3:4543727-4544267,90111729,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG3539] Pilin (type 1 fimbria component protein),948841,NP_418735.2,179,fimbrial protein involved in type 1 pilus biosynthesis
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,flgE,flgE,7.5565,2.325964703198883,5.014009408118751,0.005900067748432771,0.13472942717084802,2.024839583182499,BH_from_pvalue,flagellar hook protein,flagellar biosynthesis%2C hook protein,NC_000913.3:1132573-1133782,16129039,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG1749] Flagellar hook protein FlgE,945636,NP_415594.1,402,flagellar hook protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hda,hda,46.78238,-2.3525114052983156,0.1958048756898357,0.007520090998851089,0.14061368822506323,2.004274788678741,BH_from_pvalue,ATPase regulatory factor involved in DnaA inactivation,putative DNA replication factor,NC_000913.3:2618074-2618776,226524737,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG0593] Chromosomal replication initiation ATPase DnaA,946977,NP_416991.2,233,ATPase regulatory factor involved in DnaA inactivation
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,flgD,flgD,6.407769999999999,2.2929963144276986,4.900728807985025,0.005016637842736142,0.13472942717084802,1.9961393632325422,BH_from_pvalue,flagellar hook assembly protein,flagellar biosynthesis%2C initiation of hook assembly,NC_000913.3:1131853-1132549,16129038,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG1843] Flagellar hook assembly protein FlgD,945813,NP_415593.1,231,flagellar hook assembly protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,proX,proX,132.10734,2.204495420115345,4.609133069613087,0.0031494636501080606,0.1251911800917954,1.9893945720459456,BH_from_pvalue,glycine betaine/proline ABC transporter periplasmic binding protein%3B cold shock protein,high-affinity transport system for glycine betaine and proline%3B periplasmic-binding component of ABC superfamily,NC_000913.3:2807131-2808124,16130593,(METABOLISM) [E] Amino acid transport and metabolism,"[COG2113] ABC-type proline/glycine betaine transport system, periplasmic component",947165,NP_417165.1,330,glycine betaine/proline ABC transporter periplasmic binding protein; cold shock protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yohK,yohK,33.457028,-2.2159235011759817,0.21524871033298107,0.003340619381437904,0.1270206415824704,1.9857459941302344,BH_from_pvalue,LrgB family inner membrane protein,putative seritonin transporter,NC_000913.3:2230623-2231714,16130080,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG1346] Putative effector of murein hydrolase,949125,NP_416647.1,231,LrgB family inner membrane protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,dhaK,dhaK,64.48906,2.2800521653002077,4.856955153310426,0.005206807773834705,0.13472942717084802,1.984870995536371,BH_from_pvalue,dihydroxyacetone kinase%2C PTS-dependent%2C dihydroxyacetone-binding subunit,,NC_000913.3:1249767-1250838,162135900,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG2376] Dihydroxyacetone kinase,945747,NP_415718.6,356,"dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,fumB,fumB,75.995486,3.6548086702658735,12.595257135548252,0.09498505672593002,0.28766902894138807,1.9776421628313063,BH_from_pvalue,anaerobic class I fumarate hydratase (fumarase B),fumarase B%3D fumarate hydratase Class I%3B anaerobic isozyme,NC_000913.3:4345679-4347326,16131948,(METABOLISM) [C] Energy production and conversion,"[COG1951] Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain",948642,NP_418546.1,548,anaerobic class I fumarate hydratase (fumarase B)
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,treB,treB,209.90182,2.514512687046861,5.714046144737054,0.012153176600415982,0.16560279095172953,1.9636642972715719,BH_from_pvalue,trehalose-specific PTS enzyme: IIB and IIC component,PTS system enzyme II%2C trehalose specific,NC_000913.3:4464758-4466180,16132062,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG1264] Phosphotransferase system IIB components,948761,NP_418661.1,473,trehalose-specific PTS enzyme: IIB and IIC component
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ydfZ,ydfZ,145.88794000000001,-2.1784944589307935,0.2209061580008647,0.0033210990780301645,0.1270206415824704,1.9522048675240722,BH_from_pvalue,selenoprotein%2C function unknown,,NC_000913.3:1629214-1629418,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rcdA,rcdA,16.658294,2.1996400079947565,4.5936470359659145,0.005357420407555745,0.13472942717084802,1.9148691941946534,BH_from_pvalue,transcriptional regulator of csgD and ybiJI%3B autoregulator,putative DEOR-type transcriptional regulator,NC_000913.3:887422-887959,16128814,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,[COG3226] DNA-binding transcriptional regulator YbjK,945473,NP_415367.1,178,transcriptional regulator of csgD and ybiJI; autoregulator
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,gadY,gadY,54.3722,-4.567818075163584,0.0421647708694828,0.1899456380368605,0.3942118978236136,1.846633057022416,BH_from_pvalue,,identified in a large scale screen,NC_000913.3:3664863-3664968,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yebV,yebV,47.530464,-2.723801356592869,0.15137497674595282,0.03846680641142684,0.21015539166654643,1.845265005505752,BH_from_pvalue,uncharacterized protein,,NC_000913.3:1921779-1922016,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,znuA,znuA,60.84714,-2.5250824414408073,0.17372984956903192,0.01931996465340595,0.18688680344501307,1.8393239966667836,BH_from_pvalue,zinc ABC transporter periplasmic binding protein,,NC_000913.3:1941650-1942583,90111346,(METABOLISM) [P] Inorganic ion transport and metabolism,"[COG4531] ABC-type Zn2+ transport system, periplasmic component/surface adhesin",946375,NP_416371.4,310,zinc ABC transporter periplasmic binding protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,gltJ,gltJ,15.680706,-1.2964935504856445,0.40711448257138644,2.6234804347588267e-05,0.03974188656101514,1.8160653123278476,BH_from_pvalue,glutamate/aspartate ABC transporter permease,glutamate/aspartate transport system permease%3B membrane component of ABC superfamily,NC_000913.3:684529-686669,16128637,(METABOLISM) [E] Amino acid transport and metabolism,"[COG0765] ABC-type amino acid transport system, permease component",945443,NP_415187.1,246,glutamate/aspartate ABC transporter permease
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yliI,yliI,21.032410000000002,-2.2654846480875936,0.20797980477473443,0.010595028476359588,0.15935495532686786,1.8070285493595444,BH_from_pvalue,soluble aldose sugar dehydrogenase,putative dehydrogenase,NC_000913.3:878741-880480,16128805,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG2133] Glucose/arabinose dehydrogenase, beta-propeller fold",945467,NP_415358.1,371,soluble aldose sugar dehydrogenase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,cspE,cspE,11754.63,-2.601360282162018,0.16478304563933147,0.03379113230828325,0.20465727339222897,1.792266519522388,BH_from_pvalue,constitutive cold shock family transcription antitermination protein%3B negative regulator of cspA transcription%3B RNA melting protein%3B ssDNA-binding protein,cold shock protein,NC_000913.3:657291-657501,16128606,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG1278] Cold shock protein, CspA family",947024,NP_415156.1,69,constitutive cold shock family transcription antitermination protein; negative regulator of cspA transcription; RNA melting protein; ssDNA-binding protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,emrE,emrE,17.746514,-2.6431694245887614,0.16007618282756958,0.0387678564019881,0.21015539166654643,1.7906401401155634,BH_from_pvalue,DLP12 prophage%3B multidrug resistance protein,methylviologen resistance,NC_000913.3:568314-568647,16128526,(CELLULAR PROCESSES AND SIGNALING) [V] Defense mechanisms,[COG2076] Multidrug transporter EmrE and related cation transporters,948442,NP_415075.1,110,DLP12 prophage; multidrug resistance protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,malQ,malQ,30.1367,2.032633613095803,4.091510666732104,0.006492839844601648,0.13600113654038248,1.7611905621542387,BH_from_pvalue,4-alpha-glucanotransferase (amylomaltase),,NC_000913.3:3547985-3550070,16131292,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG1640] 4-alpha-glucanotransferase,947923,NP_417875.1,694,4-alpha-glucanotransferase (amylomaltase)
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,pinR,pinR,7.378450000000001,-1.9649149630450813,0.2561543038485224,0.0033888622044396426,0.1270206415824704,1.760810792702296,BH_from_pvalue,Rac prophage%3B putative site-specific recombinase,,NC_000913.3:1433083-1433674,16129335,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG1961] Site-specific DNA recombinase related to the DNA invertase Pin,948973,NP_415892.1,196,Rac prophage; putative site-specific recombinase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yeiQ,yeiQ,35.52246000000001,-1.9161281010874358,0.26496466782151235,0.002559948675463187,0.12099169035249437,1.7575578772916411,BH_from_pvalue,putative NAD-dependent D-mannonate oxidoreductase,putative oxidoreductase,NC_000913.3:2266244-2267711,16130110,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG0246] Mannitol-1-phosphate/altronate dehydrogenases,946688,NP_416677.1,488,putative NAD-dependent D-mannonate oxidoreductase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,fimC,fimC,5.743924,1.910283043067721,3.7588283709547134,0.0020308028660510997,0.12086124134891546,1.7530914858081812,BH_from_pvalue,periplasmic chaperone,periplasmic chaperone%2C required for type 1 fimbriae,NC_000913.3:4544303-4545029,49176488,(CELLULAR PROCESSES AND SIGNALING) [W] Extracellular structures,"[COG3121] P pilus assembly protein, chaperone PapD",948843,NP_418736.3,241,periplasmic chaperone
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,cspF,cspF,21.768707999999997,-2.5560532982705313,0.1700400745513983,0.03520891806507901,0.2065131109522405,1.7510303722910907,BH_from_pvalue,Qin prophage%3B cold shock protein,,NC_000913.3:1631001-1652708,16129517,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG1278] Cold shock protein, CspA family",946090,NP_416076.1,70,Qin prophage; cold shock protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ybdD,ybdD,57.009299999999996,-1.9881538979031825,0.2520612239362425,0.005078539553094416,0.13472942717084802,1.7307625968684879,BH_from_pvalue,DUF466 family protein,,NC_000913.3:632181-632379,94541100,(POORLY CHARACTERIZED) [S] Function unknown,"[COG2879] Uncharacterized short protein YbdD, DUF466 family",949021,YP_588442.1,65,DUF466 family protein
